data_i;cod_staz;cod_aggr;tmxgg;cl_tmxgg;tmngg;cl_tmngg;tmdgg;tmdgg1;deltagg;day_gelo;cl_tist;t00;t01;t02;t03;t04;t05;t06;t07;t08;t09;t10;t11;t12;t13;t14;t15;t16;t17;t18;t19;t20;t21;t22;t23
2021-03-30 00:00:00;6660;4;((24, 1), 23.0, 4.9, 15.6, '2021-03-30T12:00:00');;((24, 1), 8.4, 4.8, 14.1, '2021-03-30T03:00:00');;((24, 1), 14.8, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-31 00:00:00;6660;4;((24, 1), 23.8, 4.7, 17.4, '2021-03-31T10:00:00');;((24, 1), 11.1, 4.6, 16.2, '2021-03-31T05:00:00');;((24, 1), 16.8, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-01 00:00:00;6660;4;((24, 1), 26.2, 5.1, 18.7, '2021-04-01T10:00:00');;((24, 1), 11.6, 4.8, 17.5, '2021-04-01T05:00:00');;((24, 1), 18.1, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-02 00:00:00;6660;4;((24, 1), 24.9, 4.7, 18.8, '2021-04-02T12:00:00');;((24, 1), 10.8, 4.8, 17.3, '2021-04-02T23:00:00');;((24, 1), 18.0, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-03 00:00:00;6660;4;((24, 1), 19.8, 3.4, 13.6, '2021-04-03T10:00:00');;((24, 1), 9.7, 3.0, 12.3, '2021-04-03T20:00:00');;((24, 1), 12.9, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-04 00:00:00;6660;4;((24, 1), 15.0, 3.1, 10.1, '2021-04-04T13:00:00');;((24, 1), 4.2, 2.6, 8.7, '2021-04-04T23:00:00');;((24, 1), 9.3, 2.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-05 00:00:00;6660;4;((24, 1), 14.9, 4.6, 9.0, '2021-04-05T11:00:00');;((24, 1), 2.9, 4.4, 7.9, '2021-04-05T04:00:00');;((24, 1), 8.4, 4.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-06 00:00:00;6660;4;((24, 1), 16.2, 5.1, 8.7, '2021-04-06T09:00:00');;((24, 1), 3.1, 4.6, 7.3, '2021-04-06T03:00:00');;((24, 1), 7.9, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-07 00:00:00;6660;4;((24, 1), 10.6, 2.8, 6.2, '2021-04-07T10:00:00');;((24, 1), 1.5, 2.6, 5.2, '2021-04-07T23:00:00');;((24, 1), 5.7, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-08 00:00:00;6660;4;((24, 1), 15.0, 5.4, 8.2, '2021-04-08T13:00:00');;((24, 1), 1.1, 5.2, 6.9, '2021-04-08T03:00:00');;((24, 1), 7.5, 5.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-09 00:00:00;6660;4;((24, 1), 16.4, 5.2, 10.3, '2021-04-09T11:00:00');;((24, 1), 1.5, 5.3, 9.1, '2021-04-09T00:00:00');;((24, 1), 9.7, 5.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-10 00:00:00;6660;4;((24, 1), 17.7, 4.8, 12.3, '2021-04-10T15:00:00');;((24, 1), 4.7, 4.7, 11.2, '2021-04-10T00:00:00');;((24, 1), 11.7, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-11 00:00:00;6660;4;((24, 1), 19.8, 4.0, 13.3, '2021-04-11T12:00:00');;((24, 1), 8.1, 3.5, 12.0, '2021-04-11T04:00:00');;((24, 1), 12.7, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-12 00:00:00;6660;4;((24, 1), 21.5, 3.7, 14.0, '2021-04-12T14:00:00');;((24, 1), 9.4, 3.1, 12.8, '2021-04-12T03:00:00');;((24, 1), 13.4, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-13 00:00:00;6660;4;((24, 1), 16.0, 2.9, 10.6, '2021-04-13T11:00:00');;((24, 1), 6.6, 2.4, 9.7, '2021-04-13T22:00:00');;((24, 1), 10.2, 2.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-14 00:00:00;6660;4;((24, 1), 13.7, 2.3, 9.4, '2021-04-14T14:00:00');;((24, 1), 5.8, 2.0, 8.4, '2021-04-14T02:00:00');;((24, 1), 8.9, 2.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-15 00:00:00;6660;4;((24, 1), 13.9, 2.5, 9.1, '2021-04-15T12:00:00');;((24, 1), 5.8, 2.2, 8.3, '2021-04-15T01:00:00');;((24, 1), 8.7, 2.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-16 00:00:00;6660;4;((24, 1), 14.6, 3.9, 9.4, '2021-04-16T12:00:00');;((24, 1), 4.1, 3.7, 8.3, '2021-04-16T05:00:00');;((24, 1), 8.8, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-17 00:00:00;6660;4;((24, 1), 15.4, 3.7, 10.1, '2021-04-17T11:00:00');;((24, 1), 4.5, 3.5, 9.1, '2021-04-17T04:00:00');;((24, 1), 9.6, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-18 00:00:00;6660;4;((24, 1), 16.3, 3.1, 10.6, '2021-04-18T10:00:00');;((24, 1), 5.4, 2.9, 9.6, '2021-04-18T05:00:00');;((24, 1), 10.1, 2.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-19 00:00:00;6660;4;((24, 1), 15.0, 3.0, 10.7, '2021-04-19T16:00:00');;((24, 1), 5.9, 2.7, 9.5, '2021-04-19T23:00:00');;((24, 1), 10.1, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-20 00:00:00;6660;4;((24, 1), 17.7, 4.6, 11.8, '2021-04-20T11:00:00');;((24, 1), 5.1, 4.2, 10.5, '2021-04-20T00:00:00');;((24, 1), 11.1, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-21 00:00:00;6660;4;((24, 1), 18.2, 4.3, 13.2, '2021-04-21T13:00:00');;((24, 1), 6.2, 4.1, 12.0, '2021-04-21T02:00:00');;((24, 1), 12.6, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-22 00:00:00;6660;4;((24, 1), 16.4, 2.3, 12.5, '2021-04-22T12:00:00');;((24, 1), 9.0, 2.1, 11.7, '2021-04-22T23:00:00');;((24, 1), 12.1, 2.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-23 00:00:00;6660;4;((24, 1), 19.1, 3.8, 13.9, '2021-04-23T13:00:00');;((24, 1), 9.0, 3.6, 12.8, '2021-04-23T23:00:00');;((24, 1), 13.4, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-24 00:00:00;6660;4;((24, 1), 20.7, 5.1, 14.6, '2021-04-24T13:00:00');;((24, 1), 8.2, 5.0, 13.3, '2021-04-24T03:00:00');;((24, 1), 13.9, 5.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-25 00:00:00;6660;4;((24, 1), 22.5, 5.8, 15.3, '2021-04-25T11:00:00');;((24, 1), 7.5, 5.7, 14.0, '2021-04-25T03:00:00');;((24, 1), 14.7, 5.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-26 00:00:00;6660;4;((24, 1), 21.3, 4.1, 15.4, '2021-04-26T12:00:00');;((24, 1), 7.3, 4.2, 14.1, '2021-04-26T05:00:00');;((24, 1), 14.8, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-27 00:00:00;6660;4;((24, 1), 19.0, 2.4, 14.9, '2021-04-27T11:00:00');;((24, 1), 12.0, 2.1, 14.2, '2021-04-27T23:00:00');;((24, 1), 14.5, 2.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-28 00:00:00;6660;4;((24, 1), 16.5, 1.6, 13.8, '2021-04-28T12:00:00');;((24, 1), 11.2, 1.4, 13.3, '2021-04-28T05:00:00');;((24, 1), 13.6, 1.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-29 00:00:00;6660;4;((24, 1), 19.3, 3.0, 15.2, '2021-04-29T13:00:00');;((24, 1), 10.0, 2.9, 14.2, '2021-04-29T03:00:00');;((24, 1), 14.7, 2.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-30 00:00:00;6660;4;((24, 1), 24.2, 4.9, 17.9, '2021-04-30T14:00:00');;((24, 1), 10.5, 4.8, 16.7, '2021-04-30T04:00:00');;((24, 1), 17.3, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-01 00:00:00;6660;4;((24, 1), 25.0, 3.6, 18.2, '2021-05-01T09:00:00');;((24, 1), 12.8, 3.3, 16.9, '2021-05-01T04:00:00');;((24, 1), 17.6, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-02 00:00:00;6660;4;((24, 1), 25.4, 3.7, 19.7, '2021-05-02T12:00:00');;((24, 1), 12.3, 3.8, 17.9, '2021-05-02T05:00:00');;((24, 1), 18.8, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-03 00:00:00;6660;4;((24, 1), 21.6, 4.0, 15.5, '2021-05-03T11:00:00');;((24, 1), 8.8, 4.0, 14.0, '2021-05-03T05:00:00');;((24, 1), 14.7, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-04 00:00:00;6660;4;((24, 1), 21.1, 4.3, 15.3, '2021-05-04T11:00:00');;((24, 1), 8.4, 4.2, 14.1, '2021-05-04T04:00:00');;((24, 1), 14.8, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-05 00:00:00;6660;4;((24, 1), 23.1, 4.8, 17.2, '2021-05-05T15:00:00');;((24, 1), 8.8, 4.9, 15.5, '2021-05-05T05:00:00');;((24, 1), 16.3, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-06 00:00:00;6660;4;((24, 1), 22.4, 3.9, 18.0, '2021-05-06T10:00:00');;((24, 1), 10.4, 4.4, 16.5, '2021-05-06T23:00:00');;((24, 1), 17.1, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-07 00:00:00;6660;4;((24, 1), 28.2, 4.9, 20.2, '2021-05-07T14:00:00');;((24, 1), 11.1, 4.8, 18.0, '2021-05-07T00:00:00');;((24, 1), 19.0, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-08 00:00:00;6660;4;((24, 1), 21.6, 3.7, 16.6, '2021-05-08T11:00:00');;((24, 1), 10.7, 3.6, 15.3, '2021-05-08T22:00:00');;((24, 1), 16.0, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-09 00:00:00;6660;4;((24, 1), 24.3, 5.1, 18.0, '2021-05-09T14:00:00');;((24, 1), 9.5, 5.1, 16.7, '2021-05-09T04:00:00');;((24, 1), 17.4, 5.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-10 00:00:00;6660;4;((24, 1), 25.0, 4.9, 19.4, '2021-05-10T12:00:00');;((24, 1), 10.9, 5.2, 18.1, '2021-05-10T04:00:00');;((24, 1), 18.7, 5.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-11 00:00:00;6660;4;((24, 1), 26.3, 3.9, 20.2, '2021-05-11T10:00:00');;((24, 1), 13.5, 3.7, 18.7, '2021-05-11T05:00:00');;((24, 1), 19.5, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-12 00:00:00;6660;4;((24, 1), 23.8, 3.2, 19.3, '2021-05-12T10:00:00');;((24, 1), 14.2, 3.1, 18.0, '2021-05-12T03:00:00');;((24, 1), 18.7, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-13 00:00:00;6660;4;((24, 1), 22.5, 3.6, 18.1, '2021-05-13T13:00:00');;((24, 1), 11.4, 3.2, 16.2, '2021-05-13T22:00:00');;((24, 1), 17.1, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-14 00:00:00;6660;4;((24, 1), 23.8, 4.5, 17.1, '2021-05-14T09:00:00');;((24, 1), 10.0, 4.2, 15.6, '2021-05-14T05:00:00');;((24, 1), 16.3, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-15 00:00:00;6660;4;((24, 1), 21.7, 3.9, 16.6, '2021-05-15T11:00:00');;((24, 1), 10.6, 3.6, 15.4, '2021-05-15T02:00:00');;((24, 1), 16.0, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-16 00:00:00;6660;4;((24, 1), 20.1, 2.5, 15.9, '2021-05-16T07:00:00');;((24, 1), 10.8, 2.4, 14.9, '2021-05-16T04:00:00');;((24, 1), 15.4, 2.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-17 00:00:00;6660;4;((24, 1), 27.5, 5.4, 19.3, '2021-05-17T14:00:00');;((24, 1), 11.8, 5.0, 17.7, '2021-05-17T23:00:00');;((24, 1), 18.6, 5.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-18 00:00:00;6660;4;((24, 1), 25.8, 5.5, 19.4, '2021-05-18T11:00:00');;((24, 1), 10.5, 5.5, 18.0, '2021-05-18T01:00:00');;((24, 1), 18.7, 5.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-19 00:00:00;6660;4;((24, 1), 24.8, 3.4, 17.1, '2021-05-19T10:00:00');;((24, 1), 11.3, 2.8, 15.4, '2021-05-19T01:00:00');;((24, 1), 16.2, 3.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-20 00:00:00;6660;4;((24, 1), 23.2, 5.2, 16.8, '2021-05-20T14:00:00');;((24, 1), 9.0, 4.8, 15.2, '2021-05-20T04:00:00');;((24, 1), 16.0, 5.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-21 00:00:00;6660;4;((24, 1), 25.0, 5.9, 18.4, '2021-05-21T10:00:00');;((24, 1), 9.8, 5.8, 17.1, '2021-05-21T01:00:00');;((24, 1), 17.8, 5.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-22 00:00:00;6660;4;((24, 1), 24.8, 4.5, 18.4, '2021-05-22T14:00:00');;((24, 1), 12.6, 4.2, 17.0, '2021-05-22T02:00:00');;((24, 1), 17.7, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-23 00:00:00;6660;4;((24, 1), 26.4, 5.3, 19.9, '2021-05-23T13:00:00');;((24, 1), 11.6, 5.3, 18.8, '2021-05-23T05:00:00');;((24, 1), 19.3, 5.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-24 00:00:00;6660;4;((24, 1), 24.9, 3.4, 20.4, '2021-05-24T10:00:00');;((24, 1), 15.9, 3.0, 19.3, '2021-05-24T04:00:00');;((24, 1), 19.8, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-25 00:00:00;6660;4;((24, 1), 25.1, 3.5, 20.2, '2021-05-25T10:00:00');;((24, 1), 14.4, 3.3, 19.1, '2021-05-25T23:00:00');;((24, 1), 19.7, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-26 00:00:00;6660;4;((24, 1), 24.9, 4.5, 19.4, '2021-05-26T13:00:00');;((24, 1), 13.6, 4.2, 18.2, '2021-05-26T03:00:00');;((24, 1), 18.8, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-27 00:00:00;6660;4;((24, 1), 26.3, 4.9, 20.2, '2021-05-27T13:00:00');;((24, 1), 13.1, 4.9, 19.0, '2021-05-27T04:00:00');;((24, 1), 19.6, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-28 00:00:00;6660;4;((24, 1), 25.3, 4.5, 19.8, '2021-05-28T10:00:00');;((24, 1), 12.7, 4.5, 18.5, '2021-05-28T02:00:00');;((24, 1), 19.2, 4.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-29 00:00:00;6660;4;((24, 1), 25.5, 4.8, 20.2, '2021-05-29T14:00:00');;((24, 1), 12.5, 4.8, 19.0, '2021-05-29T04:00:00');;((24, 1), 19.6, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-30 00:00:00;6660;4;((24, 1), 23.4, 3.5, 18.0, '2021-05-30T11:00:00');;((24, 1), 11.7, 3.2, 16.9, '2021-05-30T23:00:00');;((24, 1), 17.4, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-31 00:00:00;6660;4;((24, 1), 23.3, 4.7, 17.6, '2021-05-31T15:00:00');;((24, 1), 10.5, 4.6, 16.3, '2021-05-31T04:00:00');;((24, 1), 17.0, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-01 00:00:00;6660;4;((24, 1), 24.9, 5.6, 18.5, '2021-06-01T09:00:00');;((24, 1), 10.2, 5.5, 17.1, '2021-06-01T02:00:00');;((24, 1), 17.8, 5.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-02 00:00:00;6660;4;((24, 1), 26.0, 4.9, 20.3, '2021-06-02T14:00:00');;((24, 1), 12.4, 4.8, 19.0, '2021-06-02T04:00:00');;((24, 1), 19.6, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-03 00:00:00;6660;4;((24, 1), 28.1, 4.7, 22.8, '2021-06-03T10:00:00');;((24, 1), 15.7, 4.5, 21.5, '2021-06-03T00:00:00');;((24, 1), 22.1, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-04 00:00:00;6660;4;((24, 1), 29.9, 4.8, 24.1, '2021-06-04T10:00:00');;((24, 1), 17.6, 4.7, 22.9, '2021-06-04T00:00:00');;((24, 1), 23.5, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-05 00:00:00;6660;4;((24, 1), 30.5, 4.3, 24.4, '2021-06-05T10:00:00');;((24, 1), 17.1, 4.1, 23.1, '2021-06-05T01:00:00');;((24, 1), 23.8, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-06 00:00:00;6660;4;((24, 1), 27.7, 3.1, 22.8, '2021-06-06T10:00:00');;((24, 1), 16.4, 2.9, 21.5, '2021-06-06T22:00:00');;((24, 1), 22.1, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-07 00:00:00;6660;4;((24, 1), 26.6, 3.3, 20.7, '2021-06-07T10:00:00');;((24, 1), 16.7, 2.5, 19.4, '2021-06-07T00:00:00');;((24, 1), 20.1, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-08 00:00:00;6660;4;((24, 1), 26.6, 3.4, 21.2, '2021-06-08T10:00:00');;((24, 1), 16.3, 3.0, 20.1, '2021-06-08T04:00:00');;((24, 1), 20.6, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-09 00:00:00;6660;4;((24, 1), 28.9, 4.6, 23.3, '2021-06-09T10:00:00');;((24, 1), 16.7, 4.1, 21.9, '2021-06-09T03:00:00');;((24, 1), 22.6, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-10 00:00:00;6660;4;((24, 1), 29.2, 4.4, 23.8, '2021-06-10T11:00:00');;((24, 1), 17.5, 4.1, 22.5, '2021-06-10T04:00:00');;((24, 1), 23.2, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-11 00:00:00;6660;4;((24, 1), 28.1, 4.5, 23.0, '2021-06-11T12:00:00');;((24, 1), 16.8, 4.3, 21.9, '2021-06-11T04:00:00');;((24, 1), 22.5, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-12 00:00:00;6660;4;((24, 1), 29.4, 4.7, 24.0, '2021-06-12T12:00:00');;((24, 1), 16.8, 4.5, 22.7, '2021-06-12T03:00:00');;((24, 1), 23.3, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-13 00:00:00;6660;4;((24, 1), 32.8, 5.4, 25.3, '2021-06-13T10:00:00');;((24, 1), 18.0, 5.2, 24.0, '2021-06-13T01:00:00');;((24, 1), 24.6, 5.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-14 00:00:00;6660;4;((24, 1), 25.8, 3.7, 22.3, '2021-06-14T13:00:00');;((24, 1), 15.5, 3.8, 21.1, '2021-06-14T23:00:00');;((24, 1), 21.7, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-15 00:00:00;6660;4;((24, 1), 26.6, 4.8, 21.6, '2021-06-15T15:00:00');;((24, 1), 13.6, 4.9, 20.5, '2021-06-15T03:00:00');;((24, 1), 21.1, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-16 00:00:00;6660;4;((24, 1), 29.5, 5.0, 23.2, '2021-06-16T14:00:00');;((24, 1), 15.7, 4.9, 21.9, '2021-06-16T04:00:00');;((24, 1), 22.5, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-17 00:00:00;6660;4;((24, 1), 31.6, 5.3, 25.5, '2021-06-17T12:00:00');;((24, 1), 17.1, 5.3, 24.3, '2021-06-17T04:00:00');;((24, 1), 24.9, 5.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-18 00:00:00;6660;4;((24, 1), 31.3, 3.8, 24.2, '2021-06-18T14:00:00');;((24, 1), 18.0, 3.8, 22.5, '2021-06-18T02:00:00');;((24, 1), 23.4, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-19 00:00:00;6660;4;((24, 1), 34.1, 4.3, 26.7, '2021-06-19T10:00:00');;((24, 1), 20.5, 3.9, 25.4, '2021-06-19T00:00:00');;((24, 1), 26.1, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-20 00:00:00;6660;4;((24, 1), 33.8, 4.3, 27.9, '2021-06-20T13:00:00');;((24, 1), 19.6, 4.3, 26.3, '2021-06-20T04:00:00');;((24, 1), 27.1, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-21 00:00:00;6660;4;((24, 1), 33.6, 4.5, 28.3, '2021-06-21T14:00:00');;((24, 1), 20.8, 4.6, 26.9, '2021-06-21T04:00:00');;((24, 1), 27.6, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-22 00:00:00;6660;4;((24, 1), 33.2, 4.6, 27.7, '2021-06-22T14:00:00');;((24, 1), 19.9, 4.9, 26.4, '2021-06-22T03:00:00');;((24, 1), 27.1, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-23 00:00:00;6660;4;((24, 1), 32.7, 4.0, 27.5, '2021-06-23T10:00:00');;((24, 1), 20.1, 4.0, 26.3, '2021-06-23T04:00:00');;((24, 1), 26.9, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-24 00:00:00;6660;4;((24, 1), 34.3, 4.4, 27.9, '2021-06-24T14:00:00');;((24, 1), 21.1, 4.2, 26.5, '2021-06-24T04:00:00');;((24, 1), 27.2, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-25 00:00:00;6660;4;((24, 1), 30.7, 3.6, 26.3, '2021-06-25T16:00:00');;((24, 1), 19.4, 3.6, 24.9, '2021-06-25T23:00:00');;((24, 1), 25.6, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-26 00:00:00;6660;4;((24, 1), 31.6, 4.8, 26.2, '2021-06-26T11:00:00');;((24, 1), 18.5, 4.9, 24.9, '2021-06-26T00:00:00');;((24, 1), 25.5, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-27 00:00:00;6660;4;((24, 1), 32.0, 4.6, 26.8, '2021-06-27T12:00:00');;((24, 1), 19.8, 4.5, 25.7, '2021-06-27T04:00:00');;((24, 1), 26.2, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-28 00:00:00;6660;4;((24, 1), 33.3, 4.5, 27.4, '2021-06-28T12:00:00');;((24, 1), 21.1, 4.4, 26.3, '2021-06-28T03:00:00');;((24, 1), 26.9, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-29 00:00:00;6660;4;((24, 1), 34.6, 5.3, 28.5, '2021-06-29T15:00:00');;((24, 1), 18.8, 5.5, 27.1, '2021-06-29T04:00:00');;((24, 1), 27.8, 5.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-30 00:00:00;6660;4;((24, 1), 31.7, 2.6, 28.7, '2021-06-30T13:00:00');;((24, 1), 22.2, 3.1, 27.2, '2021-06-30T05:00:00');;((24, 1), 27.9, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-01 00:00:00;6660;4;((24, 1), 31.2, 3.7, 26.6, '2021-07-01T14:00:00');;((24, 1), 20.0, 3.9, 25.2, '2021-07-01T23:00:00');;((24, 1), 25.9, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-02 00:00:00;6660;4;((24, 1), 30.4, 3.9, 25.8, '2021-07-02T13:00:00');;((24, 1), 18.5, 4.0, 24.4, '2021-07-02T00:00:00');;((24, 1), 25.1, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-03 00:00:00;6660;4;((24, 1), 31.0, 4.2, 26.2, '2021-07-03T13:00:00');;((24, 1), 19.5, 4.2, 25.0, '2021-07-03T04:00:00');;((24, 1), 25.6, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-04 00:00:00;6660;4;((24, 1), 31.2, 4.2, 26.4, '2021-07-04T11:00:00');;((24, 1), 19.7, 4.1, 25.1, '2021-07-04T03:00:00');;((24, 1), 25.7, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-05 00:00:00;6660;4;((24, 1), 32.5, 3.9, 26.8, '2021-07-05T14:00:00');;((24, 1), 20.5, 3.9, 25.5, '2021-07-05T04:00:00');;((24, 1), 26.1, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-06 00:00:00;6660;4;((24, 1), 32.4, 4.8, 27.4, '2021-07-06T13:00:00');;((24, 1), 19.9, 4.8, 26.3, '2021-07-06T04:00:00');;((24, 1), 26.9, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-07 00:00:00;6660;4;((24, 1), 34.3, 4.5, 29.3, '2021-07-07T11:00:00');;((24, 1), 22.9, 4.3, 28.2, '2021-07-07T04:00:00');;((24, 1), 28.8, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-08 00:00:00;6660;4;((24, 1), 36.9, 4.4, 30.9, '2021-07-08T10:00:00');;((24, 1), 22.7, 4.1, 29.1, '2021-07-08T04:00:00');;((24, 1), 30.0, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-09 00:00:00;6660;4;((24, 1), 30.4, 2.7, 26.6, '2021-07-09T11:00:00');;((24, 1), 20.9, 2.6, 25.4, '2021-07-09T23:00:00');;((24, 1), 26.0, 2.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-10 00:00:00;6660;4;((24, 1), 32.9, 4.6, 27.3, '2021-07-10T11:00:00');;((24, 1), 20.1, 4.5, 26.0, '2021-07-10T03:00:00');;((24, 1), 26.6, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
