data_i;cod_staz;cod_aggr;radglob
2021-11-05 00:00:00;6660;4;((24, 1), 37.3, 5.0, 14.0, 0.0)
2021-11-06 00:00:00;6660;4;((24, 1), 21.3, 3.2, 11.0, 0.0)
2021-11-07 00:00:00;6660;4;((24, 1), 47.5, 7.2, 25.0, 0.0)
2021-11-08 00:00:00;6660;4;((24, 1), 17.4, 3.0, 12.0, 0.0)
2021-11-09 00:00:00;6660;4;((24, 1), 20.8, 3.5, 11.0, 0.0)
2021-11-10 00:00:00;6660;4;((24, 1), 15.0, 2.1, 6.0, 0.0)
2021-11-11 00:00:00;6660;4;((24, 1), 15.0, 2.4, 8.0, 0.0)
2021-11-12 00:00:00;6660;4;((24, 1), 35.8, 4.7, 14.0, 0.0)
2021-11-13 00:00:00;6660;4;((24, 1), 84.3, 11.7, 32.0, 0.0)
2021-11-14 00:00:00;6660;4;((24, 1), 90.1, 12.1, 33.0, 0.0)
2021-11-15 00:00:00;6660;4;((24, 1), 78.9, 11.2, 34.0, 0.0)
2021-11-16 00:00:00;6660;4;((24, 1), 3.9, 0.6, 2.0, 0.0)
2021-11-17 00:00:00;6660;4;((24, 1), 46.5, 6.6, 18.0, 0.0)
2021-11-18 00:00:00;6660;4;((24, 1), 9.7, 1.4, 4.0, 0.0)
2021-11-19 00:00:00;6660;4;((24, 1), 91.0, 12.0, 32.0, 0.0)
2021-11-20 00:00:00;6660;4;((24, 1), 88.1, 11.8, 32.0, 0.0)
2021-11-21 00:00:00;6660;4;((24, 1), 41.6, 5.8, 19.0, 0.0)
2021-11-22 00:00:00;6660;4;((24, 1), 58.1, 8.4, 26.0, 0.0)
2021-11-23 00:00:00;6660;4;((24, 1), 8.2, 1.3, 4.0, 0.0)
2021-11-24 00:00:00;6660;4;((24, 1), 31.0, 4.0, 11.0, 0.0)
2021-11-25 00:00:00;6660;4;((24, 1), 54.2, 8.3, 30.0, 0.0)
2021-11-26 00:00:00;6660;4;((24, 1), 35.8, 5.2, 17.0, 0.0)
2021-11-27 00:00:00;6660;4;((24, 1), 92.5, 12.3, 34.0, 0.0)
2021-11-28 00:00:00;6660;4;((24, 1), 54.7, 7.3, 19.0, 0.0)
2021-11-29 00:00:00;6660;4;((24, 1), 46.0, 6.9, 24.0, 0.0)
2021-11-30 00:00:00;6660;4;((24, 1), 85.7, 11.7, 31.0, 0.0)
2021-12-01 00:00:00;6660;4;((24, 1), 71.2, 10.2, 30.0, 0.0)
2021-12-02 00:00:00;6660;4;((24, 1), 38.3, 6.2, 24.0, 0.0)
2021-12-03 00:00:00;6660;4;((24, 1), 30.0, 4.5, 15.0, 0.0)
2021-12-04 00:00:00;6660;4;((24, 1), 71.7, 10.0, 27.0, 0.0)
2021-12-05 00:00:00;6660;4;((24, 1), 32.4, 5.5, 23.0, 0.0)
2021-12-06 00:00:00;6660;4;((24, 1), 22.3, 3.5, 13.0, 0.0)
2021-12-07 00:00:00;6660;4;((24, 1), 76.5, 10.9, 29.0, 0.0)
2021-12-08 00:00:00;6660;4;((24, 1), 39.7, 6.1, 20.0, 0.0)
2021-12-09 00:00:00;6660;4;((24, 1), 50.4, 7.3, 21.0, 0.0)
2021-12-10 00:00:00;6660;4;((24, 1), 49.4, 7.7, 25.0, 0.0)
2021-12-11 00:00:00;6660;4;((24, 1), 8.7, 1.5, 6.0, 0.0)
2021-12-12 00:00:00;6660;4;((24, 1), 47.9, 7.2, 23.0, 0.0)
2021-12-13 00:00:00;6660;4;((24, 1), 65.4, 9.1, 25.0, 0.0)
2021-12-14 00:00:00;6660;4;((24, 1), 74.6, 10.4, 28.0, 0.0)
2021-12-15 00:00:00;6660;4;((24, 1), 68.3, 9.6, 29.0, 0.0)
2021-12-16 00:00:00;6660;4;((24, 1), 62.5, 9.5, 29.0, 0.0)
2021-12-17 00:00:00;6660;4;((24, 1), 73.1, 10.3, 28.0, 0.0)
2021-12-18 00:00:00;6660;4;((24, 1), 58.1, 7.9, 21.0, 0.0)
2021-12-19 00:00:00;6660;4;((24, 1), 74.6, 10.5, 28.0, 0.0)
2021-12-20 00:00:00;6660;4;((24, 1), 69.3, 10.0, 28.0, 0.0)
2021-12-21 00:00:00;6660;4;((24, 1), 58.1, 9.2, 28.0, 0.0)
2021-12-22 00:00:00;6660;4;((24, 1), 34.9, 5.1, 17.0, 0.0)
2021-12-23 00:00:00;6660;4;((24, 1), 73.1, 10.1, 27.0, 0.0)
2021-12-24 00:00:00;6660;4;((24, 1), 73.1, 10.4, 30.0, 0.0)
2021-12-25 00:00:00;6660;4;((24, 1), 31.0, 5.2, 20.0, 0.0)
2021-12-26 00:00:00;6660;4;((24, 1), 10.7, 1.8, 6.0, 0.0)
2021-12-27 00:00:00;6660;4;((24, 1), 41.2, 6.3, 22.0, 0.0)
2021-12-28 00:00:00;6660;4;((24, 1), 69.3, 10.2, 30.0, 0.0)
2021-12-29 00:00:00;6660;4;((24, 1), 72.2, 10.3, 29.0, 0.0)
2021-12-30 00:00:00;6660;4;((24, 1), 70.7, 9.7, 26.0, 0.0)
2021-12-31 00:00:00;6660;4;((24, 1), 75.6, 10.6, 29.0, 0.0)
2022-01-01 00:00:00;6660;4;((1, 0), 0.0, None, 0.0, 0.0)
