data_i;cod_staz;cod_aggr;ur;ur00;ur01;ur02;ur03;ur04;ur05;ur06;cl_ur06;ur07;ur08;ur09;ur10;ur11;ur12;cl_ur12;ur13;ur14;ur15;ur16;ur17;ur18;ur19;ur20;ur21;ur22;ur23
2021-06-24 00:00:00;6660;4;((24, 1), 78.1, 19.5, (None, None), 100.0, 47.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-25 00:00:00;6660;4;((24, 1), 73.9, 15.0, (None, None), 94.0, 50.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-26 00:00:00;6660;4;((24, 1), 58.7, 14.8, (None, None), 83.0, 37.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-27 00:00:00;6660;4;((24, 1), 64.2, 15.8, (None, None), 84.0, 44.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-28 00:00:00;6660;4;((24, 1), 62.3, 16.1, (None, None), 82.0, 39.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-29 00:00:00;6660;4;((24, 1), 62.4, 19.3, (None, None), 90.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-30 00:00:00;6660;4;((24, 1), 57.8, 9.9, (None, None), 79.0, 41.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-01 00:00:00;6660;4;((24, 1), 58.0, 11.7, (None, None), 84.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-02 00:00:00;6660;4;((24, 1), 62.5, 14.3, (None, None), 87.0, 45.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-03 00:00:00;6660;4;((24, 1), 64.7, 13.8, (None, None), 85.0, 47.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-04 00:00:00;6660;4;((24, 1), 66.5, 16.0, (None, None), 96.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-05 00:00:00;6660;4;((24, 1), 70.6, 19.8, (None, None), 96.0, 41.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-06 00:00:00;6660;4;((24, 1), 62.5, 18.0, (None, None), 93.0, 42.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-07 00:00:00;6660;4;((24, 1), 57.4, 10.8, (None, None), 72.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-08 00:00:00;6660;4;((24, 1), 57.2, 11.2, (None, None), 74.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-09 00:00:00;6660;4;((24, 1), 71.2, 8.7, (None, None), 91.0, 59.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-10 00:00:00;6660;4;((24, 1), 62.4, 17.2, (None, None), 89.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-11 00:00:00;6660;4;((24, 1), 57.8, 12.3, (None, None), 75.0, 40.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-12 00:00:00;6660;4;((24, 1), 59.7, 12.6, (None, None), 80.0, 42.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-13 00:00:00;6660;4;((24, 1), 73.9, 8.0, (None, None), 87.0, 56.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-14 00:00:00;6660;4;((24, 1), 66.3, 13.1, (None, None), 90.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-15 00:00:00;6660;4;((24, 1), 67.2, 15.3, (None, None), 89.0, 45.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-16 00:00:00;6660;4;((24, 1), 78.8, 16.3, (None, None), 100.0, 56.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-17 00:00:00;6660;4;((24, 1), 96.0, 4.7, (None, None), 100.0, 87.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-18 00:00:00;6660;4;((24, 1), 80.5, 16.6, (None, None), 100.0, 58.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-19 00:00:00;6660;4;((24, 1), 80.0, 13.4, (None, None), 100.0, 60.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-20 00:00:00;6660;4;((24, 1), 71.5, 18.4, (None, None), 93.0, 39.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-21 00:00:00;6660;4;((24, 1), 64.3, 14.7, (None, None), 91.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-22 00:00:00;6660;4;((24, 1), 68.6, 20.7, (None, None), 98.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-23 00:00:00;6660;4;((24, 1), 68.0, 17.0, (None, None), 97.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-24 00:00:00;6660;4;((24, 1), 65.0, 13.3, (None, None), 86.0, 48.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-25 00:00:00;6660;4;((24, 1), 68.2, 7.7, (None, None), 80.0, 51.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-26 00:00:00;6660;4;((24, 1), 61.2, 13.1, (None, None), 80.0, 34.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-27 00:00:00;6660;4;((24, 1), 51.3, 10.0, (None, None), 69.0, 35.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-28 00:00:00;6660;4;((24, 1), 41.8, 9.7, (None, None), 56.0, 28.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-29 00:00:00;6660;4;((24, 1), 46.8, 11.1, (None, None), 64.0, 33.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-30 00:00:00;6660;4;((24, 1), 50.9, 13.2, (None, None), 70.0, 35.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-31 00:00:00;6660;4;((24, 1), 54.6, 13.8, (None, None), 74.0, 37.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-01 00:00:00;6660;4;((24, 1), 39.0, 11.7, (None, None), 62.0, 24.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-02 00:00:00;6660;4;((24, 1), 59.0, 11.9, (None, None), 85.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-03 00:00:00;6660;4;((24, 1), 60.4, 16.6, (None, None), 85.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-04 00:00:00;6660;4;((24, 1), 64.4, 15.9, (None, None), 96.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-05 00:00:00;6660;4;((24, 1), 63.4, 21.6, (None, None), 94.0, 32.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-06 00:00:00;6660;4;((24, 1), 51.8, 14.7, (None, None), 86.0, 34.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-07 00:00:00;6660;4;((24, 1), 67.1, 15.3, (None, None), 90.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-08 00:00:00;6660;4;((24, 1), 54.6, 13.7, (None, None), 78.0, 34.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-09 00:00:00;6660;4;((24, 1), 62.0, 17.2, (None, None), 93.0, 34.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-10 00:00:00;6660;4;((24, 1), 72.4, 17.3, (None, None), 100.0, 49.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-11 00:00:00;6660;4;((24, 1), 63.5, 17.8, (None, None), 98.0, 41.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-12 00:00:00;6660;4;((24, 1), 59.5, 11.6, (None, None), 81.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-13 00:00:00;6660;4;((24, 1), 59.3, 10.1, (None, None), 79.0, 44.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-14 00:00:00;6660;4;((24, 1), 59.7, 13.7, (None, None), 77.0, 31.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-15 00:00:00;6660;4;((24, 1), 50.0, 12.5, (None, None), 69.0, 31.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-16 00:00:00;6660;4;((24, 1), 47.1, 10.0, (None, None), 66.0, 27.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-17 00:00:00;6660;4;((24, 1), 62.0, 7.2, (None, None), 78.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-18 00:00:00;6660;4;((24, 1), 61.4, 15.7, (None, None), 86.0, 42.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-19 00:00:00;6660;4;((24, 1), 56.7, 13.3, (None, None), 76.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-20 00:00:00;6660;4;((24, 1), 58.6, 13.5, (None, None), 79.0, 34.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-21 00:00:00;6660;4;((24, 1), 59.1, 18.1, (None, None), 81.0, 32.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-22 00:00:00;6660;4;((24, 1), 48.2, 15.5, (None, None), 69.0, 26.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-23 00:00:00;6660;4;((24, 1), 62.0, 17.0, (None, None), 97.0, 42.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-24 00:00:00;6660;4;((24, 1), 79.3, 14.3, (None, None), 100.0, 62.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-25 00:00:00;6660;4;((24, 1), 82.5, 9.6, (None, None), 100.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-26 00:00:00;6660;4;((24, 1), 84.4, 14.9, (None, None), 100.0, 63.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-27 00:00:00;6660;4;((24, 1), 80.2, 17.7, (None, None), 100.0, 53.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-28 00:00:00;6660;4;((24, 1), 93.0, 9.7, (None, None), 100.0, 71.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-29 00:00:00;6660;4;((24, 1), 71.2, 17.5, (None, None), 95.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-30 00:00:00;6660;4;((24, 1), 66.1, 18.7, (None, None), 88.0, 36.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-31 00:00:00;6660;4;((24, 1), 75.5, 18.2, (None, None), 100.0, 49.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-01 00:00:00;6660;4;((24, 1), 86.8, 16.6, (None, None), 100.0, 54.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-02 00:00:00;6660;4;((24, 1), 75.0, 17.0, (None, None), 96.0, 53.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-03 00:00:00;6660;4;((24, 1), 74.8, 16.7, (None, None), 94.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-04 00:00:00;6660;4;((24, 1), 81.3, 12.6, (None, None), 96.0, 61.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-05 00:00:00;6660;4;((24, 1), 74.8, 18.7, (None, None), 98.0, 47.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-06 00:00:00;6660;4;((24, 1), 65.6, 15.7, (None, None), 84.0, 40.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-07 00:00:00;6660;4;((24, 1), 68.0, 12.2, (None, None), 86.0, 46.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-08 00:00:00;6660;4;((24, 1), 72.2, 17.0, (None, None), 97.0, 45.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-09 00:00:00;6660;4;((24, 1), 71.7, 14.1, (None, None), 88.0, 51.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-10 00:00:00;6660;4;((24, 1), 75.2, 15.4, (None, None), 100.0, 53.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-11 00:00:00;6660;4;((24, 1), 85.2, 11.7, (None, None), 100.0, 65.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-12 00:00:00;6660;4;((24, 1), 69.3, 17.0, (None, None), 91.0, 42.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-13 00:00:00;6660;4;((24, 1), 62.6, 18.8, (None, None), 86.0, 31.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-14 00:00:00;6660;4;((24, 1), 51.4, 13.4, (None, None), 70.0, 30.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-15 00:00:00;6660;4;((24, 1), 50.8, 10.1, (None, None), 73.0, 35.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-16 00:00:00;6660;4;((24, 1), 62.9, 12.6, (None, None), 84.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-17 00:00:00;6660;4;((24, 1), 72.6, 17.1, (None, None), 98.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-18 00:00:00;6660;4;((24, 1), 80.2, 13.1, (None, None), 96.0, 59.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-19 00:00:00;6660;4;((24, 1), 76.7, 17.0, (None, None), 98.0, 50.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-20 00:00:00;6660;4;((24, 1), 63.0, 15.1, (None, None), 92.0, 39.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-21 00:00:00;6660;4;((24, 1), 80.5, 10.4, (None, None), 94.0, 61.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-22 00:00:00;6660;4;((24, 1), 65.2, 15.0, (None, None), 83.0, 42.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-23 00:00:00;6660;4;((24, 1), 68.4, 13.9, (None, None), 87.0, 43.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-24 00:00:00;6660;4;((24, 1), 62.5, 19.1, (None, None), 90.0, 34.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-25 00:00:00;6660;4;((24, 1), 69.1, 12.8, (None, None), 88.0, 47.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-26 00:00:00;6660;4;((24, 1), 77.4, 11.8, (None, None), 94.0, 57.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-27 00:00:00;6660;4;((24, 1), 92.1, 10.5, (None, None), 100.0, 72.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-28 00:00:00;6660;4;((24, 1), 84.2, 15.8, (None, None), 100.0, 58.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-29 00:00:00;6660;4;((24, 1), 78.6, 15.8, (None, None), 95.0, 50.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-30 00:00:00;6660;4;((24, 1), 81.3, 9.7, (None, None), 95.0, 60.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-01 00:00:00;6660;4;((24, 1), 78.8, 16.6, (None, None), 100.0, 51.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-02 00:00:00;6660;4;((24, 1), 86.0, 11.6, (None, None), 100.0, 66.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-03 00:00:00;6660;4;((24, 1), 84.3, 13.7, (None, None), 100.0, 62.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-04 00:00:00;6660;4;((24, 1), 78.0, 14.1, (None, None), 94.0, 54.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-05 00:00:00;6660;4;((24, 1), 74.7, 11.3, (None, None), 95.0, 59.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-06 00:00:00;6660;4;((24, 1), 84.9, 17.8, (None, None), 100.0, 57.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-07 00:00:00;6660;4;((24, 1), 97.3, 3.9, (None, None), 100.0, 86.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-08 00:00:00;6660;4;((24, 1), 100.0, 0.0, (None, None), 100.0, 100.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-09 00:00:00;6660;4;((24, 1), 94.2, 8.7, (None, None), 100.0, 72.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-10 00:00:00;6660;4;((24, 1), 89.7, 9.5, (None, None), 100.0, 77.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-11 00:00:00;6660;4;((24, 1), 89.0, 7.9, (None, None), 100.0, 79.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-12 00:00:00;6660;4;((24, 1), 78.4, 13.1, (None, None), 92.0, 56.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-13 00:00:00;6660;4;((24, 1), 79.2, 17.8, (None, None), 100.0, 50.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-14 00:00:00;6660;4;((24, 1), 78.4, 17.6, (None, None), 100.0, 51.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-15 00:00:00;6660;4;((24, 1), 69.6, 11.2, (None, None), 83.0, 52.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-16 00:00:00;6660;4;((24, 1), 72.8, 11.1, (None, None), 91.0, 56.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-17 00:00:00;6660;4;((24, 1), 82.4, 9.3, (None, None), 98.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-18 00:00:00;6660;4;((24, 1), 82.5, 15.3, (None, None), 100.0, 49.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-19 00:00:00;6660;4;((24, 1), 82.5, 17.2, (None, None), 100.0, 48.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-20 00:00:00;6660;4;((24, 1), 75.8, 17.1, (None, None), 100.0, 51.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-21 00:00:00;6660;4;((24, 1), 88.5, 8.2, (None, None), 100.0, 75.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-22 00:00:00;6660;4;((24, 1), 83.3, 9.7, (None, None), 98.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-23 00:00:00;6660;4;((24, 1), 96.1, 3.6, (None, None), 100.0, 89.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-24 00:00:00;6660;4;((24, 1), 88.0, 11.8, (None, None), 100.0, 66.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-25 00:00:00;6660;4;((24, 1), 88.5, 11.6, (None, None), 100.0, 65.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-26 00:00:00;6660;4;((24, 1), 90.1, 8.7, (None, None), 100.0, 74.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-27 00:00:00;6660;4;((24, 1), 81.6, 14.2, (None, None), 100.0, 59.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-28 00:00:00;6660;4;((24, 1), 85.0, 14.5, (None, None), 100.0, 55.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-29 00:00:00;6660;4;((24, 1), 89.3, 11.8, (None, None), 100.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-30 00:00:00;6660;4;((24, 1), 89.0, 10.5, (None, None), 100.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-31 00:00:00;6660;4;((24, 1), 89.2, 10.2, (None, None), 100.0, 69.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-01 00:00:00;6660;4;((24, 1), 99.4, 1.9, (None, None), 100.0, 91.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-02 00:00:00;6660;4;((24, 1), 75.8, 24.6, (None, None), 100.0, 37.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-03 00:00:00;6660;4;((24, 1), 92.1, 6.7, (None, None), 100.0, 81.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-04 00:00:00;6660;4;((24, 1), 73.4, 19.4, (None, None), 100.0, 48.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-05 00:00:00;6660;4;((24, 1), 88.0, 10.3, (None, None), 100.0, 74.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-06 00:00:00;6660;4;((24, 1), 99.5, 1.1, (None, None), 100.0, 97.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-07 00:00:00;6660;4;((24, 1), 99.7, 1.0, (None, None), 100.0, 96.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-08 00:00:00;6660;4;((24, 1), 100.0, 0.0, (None, None), 100.0, 100.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-09 00:00:00;6660;4;((24, 1), 99.5, 1.3, (None, None), 100.0, 95.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-10 00:00:00;6660;4;((24, 1), 100.0, 0.2, (None, None), 100.0, 99.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-11 00:00:00;6660;4;((24, 1), 100.0, 0.0, (None, None), 100.0, 100.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-12 00:00:00;6660;4;((24, 1), 99.5, 0.9, (None, None), 100.0, 97.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-13 00:00:00;6660;4;((24, 1), 94.4, 9.1, (None, None), 100.0, 75.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-14 00:00:00;6660;4;((24, 1), 93.0, 10.7, (None, None), 100.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-15 00:00:00;6660;4;((24, 1), 96.5, 7.4, (None, None), 100.0, 76.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-16 00:00:00;6660;4;((24, 1), 100.0, 0.0, (None, None), 100.0, 100.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-17 00:00:00;6660;4;((24, 1), 98.0, 4.0, (None, None), 100.0, 88.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-18 00:00:00;6660;4;((24, 1), 99.9, 0.4, (None, None), 100.0, 98.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-19 00:00:00;6660;4;((24, 1), 92.9, 10.0, (None, None), 100.0, 72.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-20 00:00:00;6660;4;((24, 1), 90.9, 9.6, (None, None), 100.0, 66.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-21 00:00:00;6660;4;((24, 1), 98.7, 3.0, (None, None), 100.0, 90.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-22 00:00:00;6660;4;((24, 1), 94.7, 7.3, (None, None), 100.0, 76.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-23 00:00:00;6660;4;((24, 1), 99.7, 0.6, (None, None), 100.0, 98.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-24 00:00:00;6660;4;((24, 1), 93.7, 6.0, (None, None), 100.0, 82.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-25 00:00:00;6660;4;((24, 1), 96.6, 6.6, (None, None), 100.0, 77.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-26 00:00:00;6660;4;((24, 1), 96.3, 9.5, (None, None), 100.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-27 00:00:00;6660;4;((24, 1), 74.1, 11.2, (None, None), 85.0, 52.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-28 00:00:00;6660;4;((24, 1), 76.0, 14.4, (None, None), 91.0, 45.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-29 00:00:00;6660;4;((24, 1), 84.6, 6.6, (None, None), 95.0, 69.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-30 00:00:00;6660;4;((24, 1), 68.9, 18.2, (None, None), 88.0, 33.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-01 00:00:00;6660;4;((24, 1), 65.9, 13.1, (None, None), 89.0, 45.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-02 00:00:00;6660;4;((24, 1), 88.9, 9.6, (None, None), 100.0, 65.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-03 00:00:00;6660;4;((24, 1), 96.9, 5.5, (None, None), 100.0, 82.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-04 00:00:00;6660;4;((24, 1), 83.8, 12.8, (None, None), 96.0, 57.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-05 00:00:00;6660;4;((24, 1), 82.9, 8.6, (None, None), 96.0, 66.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-06 00:00:00;6660;4;((24, 1), 84.3, 6.2, (None, None), 96.0, 76.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-07 00:00:00;6660;4;((24, 1), 69.5, 11.6, (None, None), 86.0, 50.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-08 00:00:00;6660;4;((24, 1), 73.0, 13.9, (None, None), 100.0, 47.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-09 00:00:00;6660;4;((24, 1), 92.2, 11.0, (None, None), 100.0, 67.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-10 00:00:00;6660;4;((24, 1), 93.0, 8.0, (None, None), 100.0, 78.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-11 00:00:00;6660;4;((24, 1), 99.0, 2.1, (None, None), 100.0, 93.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-12 00:00:00;6660;4;((24, 1), 76.4, 10.3, (None, None), 100.0, 60.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-13 00:00:00;6660;4;((24, 1), 60.2, 11.2, (None, None), 80.0, 38.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-14 00:00:00;6660;4;((24, 1), 77.8, 11.6, (None, None), 95.0, 54.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-15 00:00:00;6660;4;((24, 1), 83.5, 7.3, (None, None), 92.0, 68.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-16 00:00:00;6660;4;((24, 1), 82.7, 6.9, (None, None), 91.0, 68.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-17 00:00:00;6660;4;((24, 1), 80.9, 7.1, (None, None), 91.0, 69.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-18 00:00:00;6660;4;((24, 1), 67.8, 10.7, (None, None), 86.0, 45.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-19 00:00:00;6660;4;((24, 1), 72.0, 21.1, (None, None), 100.0, 40.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-20 00:00:00;6660;4;((24, 1), 84.0, 12.4, (None, None), 99.0, 57.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-21 00:00:00;6660;4;((24, 1), 87.6, 10.5, (None, None), 100.0, 65.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-22 00:00:00;6660;4;((24, 1), 91.0, 6.6, (None, None), 100.0, 79.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-23 00:00:00;6660;4;((24, 1), 93.8, 10.5, (None, None), 100.0, 69.0);;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-24 00:00:00;6660;4;((24, 1), 84.8, 14.4, (None, None), 100.0, 58.0);;;;;;;;;;;;;;;;;;;;;;;;;;
